상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,평균_점포_수,평균_점포당_월매출,평균_총_유동인구,평균_2030비율,평균_폐업비율,평균_창업추천점수,추천순위,위도,경도,자치구_코드_명,행정동_코드_명
3001491,이태원 관광특구,CS300002,편의점,3.75,475802349.8819444,2097169.25,49.47155250455239,0.0,88.4587023914969,27,37.5342999541775,126.99432030199269,용산구,이태원1동
3120009,종로3가역,CS300007,육류판매,4.0,247019586.25,5951773.5,40.91674862564771,0.0,88.44989666371421,28,37.57165510209864,126.99069513429949,종로구,종로1?2?3?4가동
3120178,신사역,CS200019,PC방,3.0,143463697.44444445,3256460.0,45.71163164909135,0.0,88.43788012990848,29,37.515963075171285,127.01955735958384,서초구,잠원동
3120076,수유역,CS300014,신발,11.0,179710262.20454547,4366329.5,42.26036906730853,0.0,88.35094478889874,30,37.63775846565519,127.0249935589031,강북구,수유3동
3120076,수유역,CS300017,시계및귀금속,8.0,212215672.19791663,4366329.5,42.26036906730853,0.0,88.3345290817833,31,37.63775846565519,127.0249935589031,강북구,수유3동
3120159,서울대입구역,CS200007,치과의원,23.5,62879554.96271136,3461415.0,59.41720657378482,0.0,88.30626660761736,32,37.48095081268923,126.95191519812433,관악구,청룡동
3120103,홍대입구역(홍대),CS200006,일반의원,61.5,72398338.35433868,4134730.25,62.71542494843121,0.3968253968253968,88.25972099202835,33,37.55054422664607,126.9188034416086,마포구,서교동
3120037,동대문역사문화공원역,CS100006,패스트푸드점,5.5,124991361.69444443,3963490.0,44.47924809980165,0.0,88.223095659876,34,37.56545638813874,127.00737989015032,중구,광희동
3120157,신림역(신림),CS300001,슈퍼마켓,15.5,52754005.60845962,4513771.75,59.74103183681566,0.0,88.22287422497786,35,37.484724238201885,126.93023791719077,관악구,신림동
3120187,신논현역,CS300002,편의점,12.0,150032502.93055555,3624945.0,51.07930628572025,4.166666666666666,88.21240035429584,36,37.50502379497898,127.02527722374786,강남구,논현1동
3120012,대학로(혜화역),CS300016,안경,4.0,69811711.5,3628566.5,51.586574984864,0.0,88.11149247121347,37,37.5827467014045,127.00132461165737,종로구,혜화동
3110881,구립대학경로당(관악산샘말공원),CS300002,편의점,5.0,94456831.95,4281959.75,54.07750004577806,5.0,88.10485680543253,38,37.46769853841552,126.9362223021795,관악구,대학동
3110069,숙대입구,CS300001,슈퍼마켓,3.0,111603627.16666666,2287480.0,51.88126509214139,0.0,87.9194862710363,39,37.5452248513008,126.9678744716527,용산구,청파동
3120145,영등포역(영등포),CS300031,가구,8.0,72000000.0,4000494.0,47.61037703366439,0.0,87.63498671390612,40,37.51843182609498,126.90568269638136,영등포구,영등포동
3120197,역삼역,CS300001,슈퍼마켓,19.75,75023479.9447995,4830284.0,52.32252421520571,2.5,87.48616770002953,41,37.500398869563554,127.03595138126002,강남구,역삼1동
3120094,"신촌역(신촌역, 신촌로터리)",CS300002,편의점,10.25,249926026.7507576,6059807.5,62.48950244397152,9.772727272727272,87.37748745202245,42,37.55652864102824,126.93641829163414,서대문구,신촌동
3120103,홍대입구역(홍대),CS200008,한의원,10.0,45964502.95,4134730.25,62.71542494843121,0.0,87.35219220549158,43,37.55054422664607,126.9188034416086,마포구,서교동
3120049,왕십리역(왕십리),CS300002,편의점,7.0,81716757.98809524,2709876.25,48.877040346337694,0.0,87.22147918511956,44,37.56090973532495,127.03720279807932,성동구,행당1동
3120197,역삼역,CS200019,PC방,3.0,49238481.333333336,4830284.0,52.32252421520571,0.0,87.2150870977266,45,37.500398869563554,127.03595138126002,강남구,역삼1동
3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300009,청과상,39.25,103489667.72425212,7052278.5,41.13061290853256,0.0,87.1481178033658,46,37.564058680496096,126.98185622262775,중구,소공동
3001493,동대문패션타운 관광특구,CS300002,편의점,6.0,289765964.625,3338628.5,40.8155737909122,0.0,87.14589607322114,47,37.567321142167,127.01127385554352,중구,광희동
3120072,성신여대,CS200008,한의원,9.0,88538711.68518518,2569861.75,48.56018912801324,0.0,87.10047239444935,48,37.59236801480705,127.01749391828598,성북구,동선동
3120103,홍대입구역(홍대),CS300002,편의점,14.0,214911399.4583028,4134730.25,62.71542494843121,5.375457875457876,87.09221287274875,49,37.55054422664607,126.9188034416086,마포구,서교동
3120006,종각역,CS300002,편의점,10.5,101376692.59015152,2860594.0,45.25524571237368,0.0,87.09015352819604,50,37.57037490191488,126.98349603169189,종로구,종로1?2?3?4가동
3120145,영등포역(영등포),CS300018,의약품,37.25,92758935.31564751,4027648.0,47.46819264622892,0.7352941176470588,87.02886772955418,51,37.51843182609498,126.90568269638136,영등포구,영등포동
3001495,잠실 관광특구,CS300002,편의점,21.0,213713654.62301585,4109340.25,47.84223277568681,3.571428571428571,86.98962208444051,52,37.51643105790915,127.1152409425314,송파구,방이2동
3120178,신사역,CS200008,한의원,12.25,85970150.1383547,3212721.0,45.691877678739694,0.0,86.9198258045468,53,37.515963075171285,127.01955735958384,서초구,잠원동
3120178,신사역,CS300002,편의점,3.5,265025051.7083333,3212721.0,45.691877678739694,16.666666666666664,86.90895335104811,54,37.515963075171285,127.01955735958384,서초구,잠원동
3120076,수유역,CS300002,편의점,9.0,282631599.8796296,4366329.5,42.26036906730853,2.7777777777777777,86.88216710953645,55,37.63775846565519,127.0249935589031,강북구,수유3동
3110892,관악구 중앙길,CS300002,편의점,5.0,90497122.41666669,4141205.75,49.03841726753714,5.0,86.8810230292294,56,37.48428421923612,126.95112160044752,관악구,중앙동
3120189,강남역,CS200007,치과의원,84.0,74334044.98710318,7796285.75,52.848287701405695,0.8928571428571429,86.86730882787128,57,37.497571920870165,127.02775129423334,서초구,서초2동
3120197,역삼역,CS300014,신발,7.5,120073105.8690476,4830284.0,52.32252421520571,6.696428571428571,86.84698848538531,58,37.500398869563554,127.03595138126002,강남구,역삼1동
3120186,가로수길,CS300002,편의점,3.0,349805900.3333333,2134701.0,44.17489195140675,0.0,86.81486566282847,59,37.52077389382864,127.0225789449648,강남구,신사동
3110313,안암역 3번,CS300002,편의점,3.0,136543980.69444442,1834211.25,62.60345200508274,0.0,86.76708001180987,60,37.58398634417268,127.02969670042592,성북구,안암동
3120072,성신여대,CS300007,육류판매,3.0,82364203.75,2569861.75,48.56018912801324,0.0,86.7557425450251,61,37.59236801480705,127.01749391828598,성북구,동선동
3120145,영등포역(영등포),CS300007,육류판매,4.5,58372934.9625,4027648.0,47.46819264622892,0.0,86.62557573073516,62,37.51843182609498,126.90568269638136,영등포구,영등포동
3120185,논현역,CS200019,PC방,3.0,102525050.80555557,2422671.75,45.81840853540446,0.0,86.56163271331562,63,37.51104318245634,127.02189737579351,강남구,논현1동
3120012,대학로(혜화역),CS300001,슈퍼마켓,13.75,50701245.64761905,3628566.5,51.586574984864,0.0,86.48527457927369,64,37.5827467014045,127.00132461165737,종로구,혜화동
3110892,관악구 중앙길,CS300018,의약품,8.0,76482783.79166667,4141205.75,49.03841726753714,3.125,86.40132122822557,65,37.48428421923612,126.95112160044752,관악구,중앙동
3111013,송파나루역 1번(송리단길),CS300018,의약품,4.0,143803579.47916666,2328292.0,44.02389717063176,0.0,86.3485606731621,66,37.509382852628754,127.10820636509024,송파구,송파1동
3120145,영등포역(영등포),CS300010,반찬가게,21.0,141219641.4008658,4027648.0,47.46819264622892,2.4404761904761907,86.32161204605846,67,37.51843182609498,126.90568269638136,영등포구,영등포동
3110069,숙대입구,CS300021,문구,5.25,140699068.24166667,2359378.25,51.637346866185794,10.0,86.29544582226158,68,37.5452248513008,126.9678744716527,용산구,청파동
3120157,신림역(신림),CS300002,편의점,6.0,314793919.1230159,4513771.75,59.74103183681566,34.82142857142857,86.27488190138766,69,37.484724238201885,126.93023791719077,관악구,신림동
3120185,논현역,CS300024,운동/경기용품,17.75,93906866.376634,2422671.75,45.81840853540446,0.0,86.2284765279008,70,37.51104318245634,127.02189737579351,강남구,논현1동
3120210,선릉역,CS200002,외국어학원,5.5,107450966.61111112,5241152.0,39.68700976295055,0.0,86.19959403602007,71,37.50461073634166,127.0493553440996,강남구,대치4동
3120197,역삼역,CS300002,편의점,12.0,268955716.4375,4830284.0,52.32252421520571,10.416666666666664,86.18013728963686,72,37.500398869563554,127.03595138126002,강남구,역삼1동
3120229,방이동먹자골목,CS300001,슈퍼마켓,7.25,161480170.46775794,1706413.75,53.12688223813376,0.0,86.13216710953647,73,37.51438248056646,127.10923158441152,송파구,방이2동
3120185,논현역,CS300019,의료기기,6.0,267000000.0,2422671.75,45.81840853540446,4.166666666666666,86.13207115441395,74,37.51104318245634,127.02189737579351,강남구,논현1동
3120157,신림역(신림),CS300018,의약품,22.75,67701532.25263505,4513771.75,59.74103183681566,3.3596837944664038,86.09264836138175,75,37.484724238201885,126.93023791719077,관악구,신림동
3001495,잠실 관광특구,CS200007,치과의원,14.25,50794702.80277778,4109340.25,47.84223277568681,0.0,86.08684676705049,76,37.51643105790915,127.1152409425314,송파구,방이2동
3001493,동대문패션타운 관광특구,CS300024,운동/경기용품,59.0,132704402.44915254,3338628.5,40.8155737909122,0.0,86.07828461765575,77,37.567321142167,127.01127385554352,중구,광희동
3120197,역삼역,CS300021,문구,17.0,41161697.42156863,4830284.0,52.32252421520571,0.0,86.07142013581341,78,37.500398869563554,127.03595138126002,강남구,역삼1동
3120229,방이동먹자골목,CS200006,일반의원,10.0,147585121.85833335,1706413.75,53.12688223813376,0.0,85.97816651904341,79,37.51438248056646,127.10923158441152,송파구,방이2동
3110572,서강대역 1번,CS300018,의약품,3.0,114079093.91666666,2149752.0,45.7215504239952,0.0,85.96254059639799,80,37.55050130200841,126.93704582425696,마포구,신수동
3120187,신논현역,CS300001,슈퍼마켓,15.0,110464909.95610118,3624945.0,51.07930628572025,3.571428571428571,85.90982432831414,81,37.50502379497898,127.02527722374786,강남구,논현1동
3120187,신논현역,CS100007,치킨전문점,6.0,69403649.09722222,3624945.0,51.07930628572025,4.166666666666666,85.88999114260407,82,37.50502379497898,127.02527722374786,강남구,논현1동
3120076,수유역,CS200006,일반의원,64.0,71934066.45572916,4366329.5,42.26036906730853,0.0,85.88173900206672,83,37.63775846565519,127.0249935589031,강북구,수유3동
3120102,서교동(홍대),CS200008,한의원,4.25,107162784.83750002,2536128.5,50.30753416363899,6.25,85.85509300265723,84,37.55486813449178,126.91753121902065,마포구,서교동
3001495,잠실 관광특구,CS300018,의약품,32.25,97913108.53444985,4109340.25,47.84223277568681,1.564027370478983,85.82948774726897,85,37.51643105790915,127.1152409425314,송파구,방이2동
3110142,화양사거리,CS300010,반찬가게,3.0,77333333.33333333,1854968.0,60.68727386161781,0.0,85.73314142308827,86,37.54629972809252,127.06821255940088,광진구,화양동
3120189,강남역,CS300001,슈퍼마켓,28.0,50533836.52594818,7796285.75,52.848287701405695,2.8846153846153846,85.71949365219959,87,37.497571920870165,127.02775129423334,서초구,서초2동
3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",CS300007,육류판매,6.25,71848881.46626985,4151232.0,63.73834074949936,8.333333333333332,85.65972837319161,88,37.48705494828831,126.92548680651548,관악구,신림동
3120159,서울대입구역,CS300002,편의점,6.0,317307789.6944444,3461415.0,59.41720657378482,16.666666666666664,85.62424712134633,89,37.48095081268923,126.95191519812433,관악구,청룡동
3110305,보문역 5번,CS300001,슈퍼마켓,4.0,146072370.20833334,2082865.75,44.14510640113328,0.0,85.59338647770889,90,37.58440245928824,127.02214528008176,성북구,안암동
3120031,을지로3가역,CS300010,반찬가게,6.0,605611111.1111112,2142644.0,41.17733928866346,0.0,85.5737156775908,91,37.56623117746982,126.99161264533976,중구,을지로동
3120159,서울대입구역,CS100006,패스트푸드점,8.25,53275505.63720238,3461415.0,59.41720657378482,3.571428571428571,85.42940655447299,92,37.48095081268923,126.95191519812433,관악구,청룡동
3120076,수유역,CS300016,안경,5.0,64581642.05,4366329.5,42.26036906730853,0.0,85.39009447888988,93,37.63775846565519,127.0249935589031,강북구,수유3동
3120189,강남역,CS200017,골프연습장,6.5,46113231.09126984,7796285.75,52.848287701405695,4.166666666666666,85.38974756421612,94,37.497571920870165,127.02775129423334,서초구,서초2동
3120153,노량진역(노량진),CS300007,육류판매,6.0,441949710.3888889,1701258.0,58.90314454449097,4.166666666666666,85.38326690286391,95,37.51400342189709,126.94026621686946,동작구,노량진1동
3120153,노량진역(노량진),CS300014,신발,4.0,100231864.625,1701258.0,58.90314454449097,0.0,85.37220253912017,96,37.51400342189709,126.94026621686946,동작구,노량진1동
3120049,왕십리역(왕십리),CS200006,일반의원,12.75,83634852.82745726,2709876.25,48.877040346337694,2.083333333333333,85.34137142013581,97,37.56090973532495,127.03720279807932,성동구,행당1동
3120178,신사역,CS300007,육류판매,5.0,58803503.15,3212721.0,45.691877678739694,0.0,85.33777679362268,98,37.515963075171285,127.01955735958384,서초구,잠원동
3120049,왕십리역(왕십리),CS200007,치과의원,7.0,54014045.6547619,2709876.25,48.877040346337694,0.0,85.31206082078535,99,37.56090973532495,127.03720279807932,성동구,행당1동
3120102,서교동(홍대),CS200007,치과의원,6.0,53844898.20833333,2536128.5,50.30753416363899,0.0,85.3114555653971,100,37.55486813449178,126.91753121902065,마포구,서교동
3120197,역삼역,CS200006,일반의원,69.75,85947048.35964459,4830284.0,52.32252421520571,1.7908902691511388,85.30511514614703,101,37.500398869563554,127.03595138126002,강남구,역삼1동
3120145,영등포역(영등포),CS100007,치킨전문점,3.25,152412736.5486111,4027648.0,47.46819264622892,25.0,85.30411868910541,102,37.51843182609498,126.90568269638136,영등포구,영등포동
3120072,성신여대,CS300002,편의점,3.25,96867687.5763889,2569861.75,48.56018912801324,8.333333333333332,85.1872305875406,103,37.59236801480705,127.01749391828598,성북구,동선동
3120055,군자역,CS300002,편의점,4.0,175431805.87499997,2402671.75,44.98970729088655,6.25,85.18002657218777,104,37.55713177654428,127.0793476213953,광진구,군자동
3120157,신림역(신림),CS300019,의료기기,7.0,37153050.571428575,4513771.75,59.74103183681566,0.0,85.17380425155005,105,37.484724238201885,126.93023791719077,관악구,신림동
3120094,"신촌역(신촌역, 신촌로터리)",CS200007,치과의원,25.25,31236425.51397436,6059807.5,62.48950244397152,0.0,85.17194419840567,106,37.55652864102824,126.93641829163414,서대문구,신촌동
3120046,이태원(이태원역),CS300002,편의점,3.75,514054258.6597222,1485957.25,51.03556264242229,0.0,85.11342633599055,107,37.534930676156144,126.99478413778355,용산구,이태원1동
3120160,사당역(사당),CS300001,슈퍼마켓,3.0,222655984.44444445,2081458.0,41.46266703435765,0.0,85.08937112488928,108,37.47752639125283,126.9820693586218,서초구,방배2동
3120006,종각역,CS300018,의약품,23.0,95724417.31597222,2860594.0,45.25524571237368,2.272727272727273,85.0791998819014,109,37.57037490191488,126.98349603169189,종로구,종로1?2?3?4가동
3120104,연남동(홍대),CS300018,의약품,5.0,36281169.61666667,5015386.25,51.06870944767267,0.0,85.0783215234721,110,37.56007023507463,126.9224714657634,마포구,연남동
3120009,종로3가역,CS300018,의약품,16.0,63087638.56249999,5951773.5,40.91674862564771,0.0,85.04865662828462,111,37.57165510209864,126.99069513429949,종로구,종로1?2?3?4가동
3120076,수유역,CS300018,의약품,24.75,184316381.94013888,4366329.5,42.26036906730853,2.0416666666666665,85.04460436964867,112,37.63775846565519,127.0249935589031,강북구,수유3동
3120198,구역삼세무서,CS100007,치킨전문점,3.25,69320763.95833333,2243999.75,47.59096325777852,0.0,85.03853705343963,113,37.49553304713569,127.03720426859348,강남구,역삼1동
3120009,종로3가역,CS300009,청과상,11.0,63288445.34848485,5951773.5,40.91674862564771,0.0,85.00200767640979,114,37.57165510209864,126.99069513429949,종로구,종로1?2?3?4가동
3120031,을지로3가역,CS300002,편의점,6.75,211122663.5813492,2142644.0,41.17733928866346,0.0,84.98912754650134,115,37.56623117746982,126.99161264533976,중구,을지로동
3110861,관악구신사동주민센터,CS200006,일반의원,8.0,143676135.95833334,1799606.5,46.26228563224804,0.0,84.9574918807204,116,37.483905325185546,126.91779018557328,관악구,신사동
3110881,구립대학경로당(관악산샘말공원),CS300007,육류판매,5.0,34463044.416666664,4281959.75,54.07750004577806,0.0,84.8981473280189,117,37.46769853841552,126.9362223021795,관악구,대학동
3110853,KT구로지사,CS300001,슈퍼마켓,7.0,86734174.41666667,2151725.25,45.2432962167737,0.0,84.88127398878063,118,37.4809201509186,126.90223628689704,관악구,조원동
3120194,언주역(차병원),CS300018,의약품,15.0,95567745.89444444,1829904.75,49.12339076583042,0.0,84.87298494242692,119,37.507400250733085,127.03403202540474,강남구,논현2동
3120037,동대문역사문화공원역,CS300036,조명용품,14.0,53980622.309523806,3963490.0,44.47924809980165,0.0,84.86094626513139,120,37.56545638813874,127.00737989015032,중구,광희동
3120037,동대문역사문화공원역,CS300018,의약품,14.75,51781794.25992064,3963490.0,44.47924809980165,0.0,84.8526793622675,121,37.56545638813874,127.00737989015032,중구,광희동
3001492,명동 남대문 북창동 다동 무교동 관광특구,CS100007,치킨전문점,9.0,90663192.53703704,7052278.5,41.13061290853256,2.7777777777777777,84.80635518157662,122,37.564058680496096,126.98185622262775,중구,소공동
3120189,강남역,CS200006,일반의원,468.0,92747887.74346408,7796285.75,52.848287701405695,0.9684167946549777,84.79038972542074,123,37.497571920870165,127.02775129423334,서초구,서초2동
3110836,상도역 5번,CS300036,조명용품,3.0,1048422338.5277778,1648313.25,45.245012734374114,0.0,84.79019781517567,124,37.50276399907485,126.95142621863678,동작구,상도1동
3110881,구립대학경로당(관악산샘말공원),CS300001,슈퍼마켓,13.0,33919096.65384616,4281959.75,54.07750004577806,0.0,84.7832373782108,125,37.46769853841552,126.9362223021795,관악구,대학동
3120037,동대문역사문화공원역,CS200019,PC방,3.0,52000000.0,3997419.0,44.26973309435357,0.0,84.78117311288258,126,37.56545638813874,127.00737989015032,중구,광희동
3001495,잠실 관광특구,CS100005,제과점,29.75,77335782.26344074,4109340.25,47.84223277568681,2.6477832512315267,84.77527310304104,127,37.51643105790915,127.1152409425314,송파구,방이2동
3120046,이태원(이태원역),CS300007,육류판매,3.0,278267173.1944444,1485957.25,51.03556264242229,0.0,84.77483761440803,128,37.534930676156144,126.99478413778355,용산구,이태원1동
3120194,언주역(차병원),CS200008,한의원,5.0,93476900.1,1829904.75,49.12339076583042,0.0,84.75004428697963,129,37.507400250733085,127.03403202540474,강남구,논현2동
3120153,노량진역(노량진),CS200019,PC방,6.0,79841133.1388889,1701258.0,58.90314454449097,0.0,84.72832890463536,130,37.51400342189709,126.94026621686946,동작구,노량진1동
3120189,강남역,CS200008,한의원,38.75,38817640.90235324,7796285.75,52.848287701405695,0.6578947368421052,84.7003100088574,131,37.497571920870165,127.02775129423334,서초구,서초2동
3120053,건대입구역(건대),CS200007,치과의원,12.25,41122339.264957264,2673153.0,58.26590343561218,0.0,84.68718630056097,132,37.54052361998077,127.0694180102895,광진구,화양동
3120145,영등포역(영등포),CS300004,핸드폰,16.5,157120180.51584965,4027648.0,47.46819264622892,4.699754901960784,84.56598759964571,133,37.51843182609498,126.90568269638136,영등포구,영등포동
3120187,신논현역,CS200007,치과의원,31.25,67180786.92607526,3624945.0,51.07930628572025,1.5877016129032258,84.55944788898731,134,37.50502379497898,127.02527722374786,강남구,논현1동
3120094,"신촌역(신촌역, 신촌로터리)",CS300007,육류판매,8.25,30256127.70254629,6059807.5,62.48950244397152,0.0,84.55783141423088,135,37.55652864102824,126.93641829163414,서대문구,신촌동
3120101,합정역,CS300019,의료기기,3.0,536605197.5833334,1442991.5,51.69391638678023,0.0,84.55103336285799,136,37.5494682624048,126.91348588732,마포구,서교동
3120104,연남동(홍대),CS200007,치과의원,10.0,44415778.125,5015386.25,51.06870944767267,2.5,84.53428550339532,137,37.56007023507463,126.9224714657634,마포구,연남동
3120053,건대입구역(건대),CS200006,일반의원,52.75,49006401.46407837,2673153.0,58.26590343561218,0.9615384615384616,84.51281369943902,138,37.54052361998077,127.0694180102895,광진구,화양동
3120145,영등포역(영등포),CS300001,슈퍼마켓,27.25,44489976.12885803,4027648.0,47.46819264622892,0.0,84.48940803070563,139,37.51843182609498,126.90568269638136,영등포구,영등포동
3120053,건대입구역(건대),CS300018,의약품,18.0,68681561.3214597,2673153.0,58.26590343561218,2.859477124183006,84.4218039563035,140,37.54052361998077,127.0694180102895,광진구,화양동
3110020,서울국제고등학교,CS300001,슈퍼마켓,3.6666666666666665,65479194.46296296,1819807.3333333333,57.48535034883246,0.0,84.41803956303514,141,37.58827871837829,126.9954484333874,종로구,혜화동
3120153,노량진역(노량진),CS300010,반찬가게,10.75,147437601.94823232,1701258.0,58.90314454449097,5.0,84.34566725715973,142,37.51400342189709,126.94026621686946,동작구,노량진1동
3120178,신사역,CS300031,가구,4.0,74500000.0,3212721.0,45.691877678739694,6.25,84.32865367581931,143,37.515963075171285,127.01955735958384,서초구,잠원동
3120178,신사역,CS100007,치킨전문점,3.0,48719795.111111104,3212721.0,45.691877678739694,0.0,84.32638027753174,144,37.515963075171285,127.01955735958384,서초구,잠원동
3120122,강서구청,CS300002,편의점,4.0,326867561.1666667,1962969.0,40.8203898806092,0.0,84.32287422497785,145,37.55257721737214,126.85080932634084,강서구,화곡6동
3120229,방이동먹자골목,CS300002,편의점,6.0,181628092.06944445,1706413.75,53.12688223813376,4.166666666666666,84.29522438736345,146,37.51438248056646,127.10923158441152,송파구,방이2동
3110544,망리단길,CS300002,편의점,3.5,82941239.76666667,4841752.75,42.60387232055363,16.666666666666664,84.27111012695602,147,37.5549489373919,126.90515005082226,마포구,망원1동
3001494,종로·청계 관광특구,CS300002,편의점,9.5,172412861.56759256,8376760.0,37.68539155814957,5.555555555555555,84.26743430764688,148,37.57000662482674,126.99769081415003,종로구,종로1?2?3?4가동
3120159,서울대입구역,CS300001,슈퍼마켓,5.0,66289451.95138889,3461415.0,59.41720657378482,11.25,84.25714496604664,149,37.48095081268923,126.95191519812433,관악구,청룡동
3120055,군자역,CS200006,일반의원,37.25,62205238.986983694,2402671.75,44.98970729088655,0.0,84.24819899616179,150,37.55713177654428,127.0793476213953,광진구,군자동
3110656,까치산역 3번,CS300001,슈퍼마켓,8.25,77400448.93931878,5879030.75,41.380381223388646,2.7777777777777777,84.24746826099793,151,37.52876264452878,126.84296009158732,강서구,화곡1동
3120215,포스코사거리,CS200007,치과의원,15.0,71251729.77777778,3374781.5,40.92153988799524,0.0,84.19980808975495,152,37.50682411890163,127.05626720528876,강남구,삼성2동
3120028,명동(명동거리),CS300010,반찬가게,11.75,87522463.15972221,1948804.0,45.72049872634967,0.0,84.19082521405373,153,37.56278854470051,126.98370143738256,중구,명동
3120006,종각역,CS100007,치킨전문점,3.5,226353931.0486111,2860594.0,45.25524571237368,16.666666666666664,84.18389430174196,154,37.57037490191488,126.98349603169189,종로구,종로1?2?3?4가동
