기준_년_코드,기준_분기_코드,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,객단가,점포당_분기매출,점포당_월매출,폐업비율,총_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,2030_유동인구_수,2030비율,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
2025,1,3110269,용마문화복지센터,CS200028,미용실,8079700,384,7,0,0,0,21040.885416666668,1154242.857142857,384747.619047619,0.0,588337.0,94312.0,88131.0,182443.0,31.009948379925113,98601.0,75532.0,82861.0,80310.0,84040.0
2025,1,3110269,용마문화복지센터,CS300001,슈퍼마켓,321882106,21313,4,1,0,0,15102.618401914324,80470526.5,26823508.833333332,0.0,588337.0,94312.0,88131.0,182443.0,31.009948379925113,98601.0,75532.0,82861.0,80310.0,84040.0
2025,1,3110270,혜원여고,CS100001,한식음식점,408433433,7445,7,0,0,0,54860.09845533915,58347633.28571428,19449211.095238093,0.0,208022.0,28502.0,28025.0,56527.0,27.17356818028862,32382.0,26848.0,29769.0,28259.0,29463.0
2025,1,3110270,혜원여고,CS300011,일반의류,40902204,654,3,0,0,0,62541.59633027523,13634068.0,4544689.333333333,0.0,208022.0,28502.0,28025.0,56527.0,27.17356818028862,32382.0,26848.0,29769.0,28259.0,29463.0
2025,1,3110270,혜원여고,CS300001,슈퍼마켓,482911316,51976,2,0,0,1,9291.044251192858,241455658.0,80485219.33333333,0.0,208022.0,28502.0,28025.0,56527.0,27.17356818028862,32382.0,26848.0,29769.0,28259.0,29463.0
2025,1,3110270,혜원여고,CS100008,분식전문점,49128528,2810,5,1,0,1,17483.461921708185,9825705.6,3275235.1999999997,0.0,208022.0,28502.0,28025.0,56527.0,27.17356818028862,32382.0,26848.0,29769.0,28259.0,29463.0
2025,1,3110270,혜원여고,CS200028,미용실,26862420,928,4,0,0,0,28946.57327586207,6715605.0,2238535.0,0.0,208022.0,28502.0,28025.0,56527.0,27.17356818028862,32382.0,26848.0,29769.0,28259.0,29463.0
2025,1,3110270,혜원여고,CS100009,호프-간이주점,151084646,2346,5,0,0,0,64400.95737425405,30216929.2,10072309.733333332,0.0,208022.0,28502.0,28025.0,56527.0,27.17356818028862,32382.0,26848.0,29769.0,28259.0,29463.0
2025,1,3110271,신내역 1번,CS100001,한식음식점,703011475,7887,8,0,0,0,89135.4729301382,87876434.375,29292144.791666668,0.0,88326.0,9188.0,12048.0,21236.0,24.042750718927607,14170.0,10193.0,12581.0,12552.0,12614.0
2025,1,3110272,신내1동주민센터,CS200006,일반의원,809094037,64851,12,0,0,0,12476.199858136344,67424503.08333333,22474834.36111111,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200030,피부관리실,5465625,20,5,0,0,0,273281.25,1093125.0,364375.0,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100006,패스트푸드점,49996380,4710,1,0,0,5,10614.942675159236,49996380.0,16665460.0,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300018,의약품,1272971047,109305,7,1,0,0,11646.045899089702,181853006.7142857,60617668.9047619,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200007,치과의원,463395892,3308,5,0,0,0,140083.4014510278,92679178.4,30893059.46666667,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100009,호프-간이주점,563100415,10715,15,0,0,2,52552.5352309846,37540027.666666664,12513342.555555554,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200003,예술학원,41403350,219,7,0,0,2,189056.39269406392,5914764.285714285,1971588.0952380951,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100005,제과점,98186540,8704,3,0,0,4,11280.622702205883,32728846.666666668,10909615.555555556,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200002,외국어학원,42293638,148,4,0,0,0,285767.8243243243,10573409.5,3524469.8333333335,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300016,안경,395214107,3801,6,0,0,1,103976.35017100762,65869017.833333336,21956339.27777778,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200037,노래방,132929676,2140,8,0,0,0,62116.67102803738,16616209.5,5538736.5,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200025,자동차수리,156709563,1105,4,0,0,1,141818.60904977375,39177390.75,13059130.25,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300007,육류판매,48840040,1253,7,0,0,1,38978.48363926576,6977148.571428572,2325716.1904761908,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200001,일반교습학원,629146028,2144,32,1,1,2,293444.97574626864,19660813.375,6553604.458333333,3.125,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300010,반찬가게,28825538,1434,8,0,0,0,20101.490934449095,3603192.25,1201064.0833333333,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100001,한식음식점,4888845192,107174,72,2,1,10,45615.96275216004,67900627.66666667,22633542.555555556,1.3888888888888888,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100002,중식음식점,91265494,6209,2,0,0,2,14698.903849251086,45632747.0,15210915.666666666,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200005,스포츠 강습,121743619,900,11,0,0,0,135270.68777777778,11067601.727272727,3689200.5757575757,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100010,커피-음료,816505373,103528,17,1,1,11,7886.807172938722,48029727.823529415,16009909.274509804,5.88235294117647,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100008,분식전문점,125202479,11566,11,0,0,2,10825.045737506485,11382043.545454545,3794014.515151515,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200028,미용실,168697565,5292,19,1,0,2,31877.846749811037,8878819.210526315,2959606.4035087717,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300020,서적,344450824,2395,3,0,0,0,143820.80334029227,114816941.33333333,38272313.777777776,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300001,슈퍼마켓,491466833,48620,4,0,0,2,10108.326470588236,122866708.25,40955569.416666664,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200008,한의원,258935551,15504,4,0,0,0,16701.20942982456,64733887.75,21577962.583333332,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200017,골프연습장,778537633,20315,3,0,0,0,38323.28983509722,259512544.33333334,86504181.44444445,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300022,화장품,382381365,1587,7,0,1,1,240946.03969754252,54625909.28571428,18208636.42857143,14.285714285714285,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS200016,당구장,40862840,2418,9,0,0,0,16899.437551695617,4540315.555555556,1513438.5185185187,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS300011,일반의류,92292132,1190,8,0,0,0,77556.41344537814,11536516.5,3845505.5,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110272,신내1동주민센터,CS100007,치킨전문점,107482149,3524,2,0,0,6,30500.042281498296,53741074.5,17913691.5,0.0,1359034.0,130565.0,177307.0,307872.0,22.65373787557927,266691.0,173445.0,189520.0,203697.0,209415.0
2025,1,3110273,장스여성병원,CS200006,일반의원,552762950,10120,5,0,0,0,54620.84486166008,110552590.0,36850863.333333336,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS100010,커피-음료,21811428,4221,5,1,0,1,5167.360341151386,4362285.6,1454095.2,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS100005,제과점,46999413,3539,1,0,0,2,13280.42187058491,46999413.0,15666471.0,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS200016,당구장,22721094,1407,3,0,0,0,16148.609808102345,7573698.0,2524566.0,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS100001,한식음식점,1745384136,67985,21,0,0,3,25673.076943443408,83113530.28571428,27704510.095238093,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS200028,미용실,154599608,3278,5,0,1,0,47162.7846247712,30919921.6,10306640.533333333,20.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS100008,분식전문점,22563133,1943,3,0,0,0,11612.52341739578,7521044.333333333,2507014.7777777775,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS200005,스포츠 강습,19384615,129,3,1,1,0,150268.33333333334,6461538.333333333,2153846.111111111,33.33333333333333,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS300001,슈퍼마켓,183675571,18885,2,0,0,1,9726.00323007678,91837785.5,30612595.166666668,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS300022,화장품,18294624,142,3,0,0,0,128835.38028169014,6098208.0,2032736.0,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS100009,호프-간이주점,177856207,3392,12,0,0,0,52434.02329009434,14821350.583333334,4940450.194444445,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS200007,치과의원,832706931,2895,3,1,0,0,287636.24559585494,277568977.0,92522992.33333333,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110273,장스여성병원,CS300018,의약품,1342114929,99877,5,0,0,0,13437.677633489191,268422985.8,89474328.60000001,0.0,711340.0,76651.0,116530.0,193181.0,27.157336857199088,112327.0,95912.0,101703.0,103491.0,102384.0
2025,1,3110274,서일대학교,CS300028,화초,20395905,539,3,0,0,0,37840.26901669759,6798635.0,2266211.6666666665,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300003,컴퓨터및주변장치판매,19735537,446,3,0,0,0,44250.08295964126,6578512.333333333,2192837.4444444445,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300017,시계및귀금속,47508037,124,4,0,0,0,383129.3306451613,11877009.25,3959003.0833333335,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300011,일반의류,9642041,32,13,0,0,0,301313.78125,741695.4615384615,247231.8205128205,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200031,세탁소,84888773,4294,4,0,0,1,19769.159990684675,21222193.25,7074064.416666667,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300022,화장품,33951296,1004,4,0,0,0,33816.03187250996,8487824.0,2829274.6666666665,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300002,편의점,238506650,31851,2,0,0,2,7488.1997425512545,119253325.0,39751108.333333336,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300021,문구,337123491,15648,3,0,0,1,21544.19037576687,112374497.0,37458165.666666664,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200025,자동차수리,18797733,150,3,0,0,0,125318.22,6265911.0,2088637.0,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200005,스포츠 강습,90000000,255,6,0,1,0,352941.17647058825,15000000.0,5000000.0,16.666666666666664,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200001,일반교습학원,106345096,412,14,0,0,1,258119.16504854368,7596078.285714285,2532026.095238095,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300009,청과상,1000000,40,7,0,0,0,25000.0,142857.14285714287,47619.047619047626,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS100006,패스트푸드점,91652404,6672,1,0,0,2,13736.871103117506,91652404.0,30550801.333333332,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300004,핸드폰,91870234,7962,8,0,0,1,11538.58754081889,11483779.25,3827926.4166666665,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS100001,한식음식점,588713117,30837,20,0,3,2,19091.128092875442,29435655.85,9811885.283333333,15.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300001,슈퍼마켓,1518691038,170600,13,0,0,1,8902.057667057445,116822387.53846154,38940795.84615385,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200028,미용실,80437922,2841,19,0,0,0,28313.242520239353,4233574.842105263,1411191.6140350876,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS100007,치킨전문점,42202282,2530,3,0,1,2,16680.743873517786,14067427.333333334,4689142.444444445,33.33333333333333,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS100010,커피-음료,111330632,18672,15,0,1,6,5962.437446443873,7422042.133333334,2474014.0444444446,6.666666666666667,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200007,치과의원,225554814,2336,3,0,0,0,96555.99914383562,75184938.0,25061646.0,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200006,일반의원,961768274,62238,4,0,0,0,15453.0716604004,240442068.5,80147356.16666667,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200037,노래방,31780724,1466,4,0,0,0,21678.529331514324,7945181.0,2648393.6666666665,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS100008,분식전문점,228337938,20692,7,0,1,1,11035.083027256911,32619705.42857143,10873235.142857144,14.285714285714285,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200003,예술학원,14910032,135,7,0,0,1,110444.68148148149,2130004.5714285714,710001.5238095238,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS300018,의약품,799915893,58054,3,0,0,0,13778.824766596617,266638631.0,88879543.66666667,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS100005,제과점,444899641,39132,5,0,0,1,11369.202724113258,88979928.2,29659976.066666666,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110274,서일대학교,CS200019,PC방,54935025,10425,3,0,0,0,5269.546762589928,18311675.0,6103891.666666667,0.0,1374796.0,179130.0,183354.0,362484.0,26.366384539960837,206964.0,181594.0,190160.0,193945.0,207644.0
2025,1,3110275,하나은행 망우동지점,CS100010,커피-음료,37714805,7351,6,0,0,1,5130.567949938783,6285800.833333333,2095266.9444444443,0.0,463476.0,48453.0,65125.0,113578.0,24.50569177260527,96026.0,60153.0,65083.0,72303.0,70699.0
2025,1,3110275,하나은행 망우동지점,CS200028,미용실,46477640,1318,7,0,0,0,35263.76327769348,6639662.857142857,2213220.9523809524,0.0,463476.0,48453.0,65125.0,113578.0,24.50569177260527,96026.0,60153.0,65083.0,72303.0,70699.0
2025,1,3110275,하나은행 망우동지점,CS100001,한식음식점,2317463378,44748,19,0,0,3,51789.205729865025,121971756.73684211,40657252.24561404,0.0,463476.0,48453.0,65125.0,113578.0,24.50569177260527,96026.0,60153.0,65083.0,72303.0,70699.0
2025,1,3110275,하나은행 망우동지점,CS200037,노래방,130894455,1091,7,0,0,0,119976.58570119157,18699207.85714286,6233069.285714286,0.0,463476.0,48453.0,65125.0,113578.0,24.50569177260527,96026.0,60153.0,65083.0,72303.0,70699.0
2025,1,3110275,하나은행 망우동지점,CS100009,호프-간이주점,194985188,3033,12,0,1,0,64287.895812726674,16248765.666666666,5416255.222222222,8.333333333333332,463476.0,48453.0,65125.0,113578.0,24.50569177260527,96026.0,60153.0,65083.0,72303.0,70699.0
2025,1,3110277,러스크서울병원,CS300022,화장품,170515562,341,6,0,0,1,500045.63636363635,28419260.333333332,9473086.777777778,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS300002,편의점,753781210,95296,2,0,0,2,7909.893489758227,376890605.0,125630201.66666667,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS200037,노래방,19965089,138,3,0,0,0,144674.5579710145,6655029.666666667,2218343.2222222225,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS300001,슈퍼마켓,370986072,38759,11,0,2,2,9571.611032276374,33726006.54545455,11242002.181818182,18.181818181818183,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS100009,호프-간이주점,28787337,874,4,1,0,1,32937.45652173913,7196834.25,2398944.75,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS100001,한식음식점,1147873569,23586,21,0,0,3,48667.581149834645,54660646.14285714,18220215.38095238,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS100010,커피-음료,46745163,5158,5,1,0,1,9062.652772392401,9349032.6,3116344.1999999997,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS300027,섬유제품,11268757,169,3,0,0,0,66679.03550295858,3756252.3333333335,1252084.1111111112,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS300011,일반의류,49697339,381,9,0,0,0,130439.20997375328,5521926.555555556,1840642.1851851854,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS200003,예술학원,50687392,331,3,0,0,0,153134.1148036254,16895797.333333332,5631932.444444444,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS200028,미용실,30047491,1023,9,0,0,1,29371.936461388075,3338610.111111111,1112870.037037037,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110277,러스크서울병원,CS200025,자동차수리,32788201,29,3,0,0,1,1130627.6206896552,10929400.333333334,3643133.4444444445,0.0,892264.0,89492.0,107447.0,196939.0,22.071830758609558,157155.0,120776.0,125612.0,127366.0,136808.0
2025,1,3110278,망우본동주민센터,CS200032,가전제품수리,76915611,202,6,0,0,0,380770.35148514854,12819268.5,4273089.5,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS200031,세탁소,2142613,2047,6,2,0,1,1046.7088422081094,357102.1666666667,119034.05555555556,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS300002,편의점,412747032,63656,1,0,0,4,6484.024004021616,412747032.0,137582344.0,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS100005,제과점,232705914,21915,5,0,0,1,10618.56783025325,46541182.8,15513727.6,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS100009,호프-간이주점,607052806,12506,9,0,0,1,48540.92483607868,67450311.77777778,22483437.259259257,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS200003,예술학원,23035051,141,6,0,0,0,163369.1560283688,3839175.1666666665,1279725.0555555555,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS200034,여관,12432957,436,4,0,0,0,28515.95642201835,3108239.25,1036079.75,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS200006,일반의원,356224360,19889,3,0,0,0,17910.621951832672,118741453.33333333,39580484.44444444,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS300010,반찬가게,58386357,12305,5,0,0,0,4744.929459569281,11677271.4,3892423.8000000003,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS200037,노래방,240267324,1600,9,0,0,0,150167.0775,26696369.333333332,8898789.777777778,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS100008,분식전문점,171010745,16059,6,0,2,3,10648.903729995642,28501790.833333332,9500596.944444444,33.33333333333333,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS200001,일반교습학원,117869318,256,6,0,0,1,460427.0234375,19644886.333333332,6548295.444444444,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS100010,커피-음료,132564102,22931,14,0,0,1,5780.999607518207,9468864.42857143,3156288.142857143,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS200028,미용실,68935795,2001,14,0,0,0,34450.67216391804,4923985.357142857,1641328.4523809524,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS300001,슈퍼마켓,770212168,97058,6,0,0,1,7935.586638916936,128368694.66666667,42789564.88888889,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
2025,1,3110278,망우본동주민센터,CS300022,화장품,485703465,4523,2,0,0,1,107385.24541233694,242851732.5,80950577.5,0.0,880389.0,83610.0,103821.0,187431.0,21.289566316707727,155307.0,100321.0,120924.0,126802.0,142942.0
